original	polished	Count
[Annapolis	USA	217
Paris	France	216
[Manchester	England	214
Newport [R.I.]	USA	214
At Oxford	England	212
[Halifax	Canada	210
Calcutta	India	210
[York	England	208
Perth	Scotland	206
Trenton	Canada	206
Berwick	Scotland	205
Charleston [S.C.]	USA	205
A Londres [i.e. Paris?]	France	201
[Tunbridge Wells]	England	201
Amsterdam	Netherlands	201
Printed at Oxford	England	201
[Charleston, S.C.	USA	201
Williamsburg [Va.]	USA	198
[Glasgow?]	Scotland	196
Falkirk	England	193
Worcester	England	192
Richmond	England	188
[Providence	USA	188
Northampton	England	187
[York?	England	184
[Cambridge?	England	180
[Salisbury	England	175
[Bath]	England	174
[Aberdeen	Scotland	174
Paisley	Scotland	173
Printed at Worcester, Massachusetts	USA	170
[Providence]	USA	169
[Williamsburg, Va.	USA	169
Caerfyrddin	England	165
[Saint-Omer	France	164
[London, England	England	161
[Coventry?	England	159
Albany	USA	158
Hull	England	156
Londres [i.e. Amsterdam?]	Netherlands	156
[London, England]	England	156
[Manchester]	England	155
[Worcester]	England	154
Dublin [Ireland]	France	154
[Amsterdam	Netherlands	152
[Newcastle upon Tyne]	England	151
Lancaster [Pa.]	USA	150
Etonæ	England	146
London printed	England	146
New York	USA	146
Germantown [Pa.]	USA	146
Salem [Mass.]	USA	145
Quebec	Canada	145
N. London [i.e., New London, Conn.]	USA	145
[Canterbury?	England	144
[Salisbury]	England	141
Glocester	England	138
Reading	England	137
Cambridge [Mass.]	USA	137
Halifax	Canada	135
Excusum Londini	England	134
[Bristol	England	134
[New York?	USA	134
Sheffield	England	133
[Hartford	USA	129
[Norwich	England	127
[Tunbridge Wells	England	127
[Maidstone	England	126
[Richmond	England	124
Eton	England	124
[Westminster	England	124
Portsmouth [N.H.]	USA	123
[Bristol?	England	122
[Birmingham	England	120
Newburyport [Mass.]	USA	120
[Downpatrick?	Ireland	119
Tewkesbury	England	118
[Bristol]	England	117
[Shrewsbury]	England	117
[Manchester?	England	116
[Shrewsbury?	England	113
[New Haven	USA	112
[Cambridge, Mass.	USA	112
Preston	England	111
[New London, Conn.	USA	111
Dundee	Scotland	108
Corke	England	108
Stirling	Scotland	107
Wolverhampton	England	106
[Antwerp	Belgium	106
Kendal	England	105
[Rochester	England	99
[Watertown, Mass.	USA	99
Philadelphia.	USA	98
Tunbridge-Wells	England	96
[Warwick	England	96
[Norwich?	England	95
[Amsterdam]	Netherlands	95
Printed at Edinburgh	Scotland	94
Lincoln	England	94
[Northampton	England	94
Maidstone	England	94
Imprynted at London	England	94
[New Haven]	USA	93
Newry	Ireland	92
[Enprynted at London	England	92
Edinburg	Scotland	90
Limerick	Ireland	90
[New London, Conn.]	USA	89
Bury St. Edmund's	England	88
Carlisle	England	88
Colchester	England	86
[Portsmouth, N.H.	USA	86
Whitehaven	England	85
[Baltimore	USA	85
Burlington [N.J.]	USA	85
Newark	England	84
Derby	England	84
[Birmingham]	England	83
Cantabrigiae	England	83
[Printed at London	England	83
[Nottingham]	England	82
[Savannah	USA	82
Rochester	England	82
[Amsterdam?	Netherlands	80
Southampton	England	80
Basil	Switzerland	80
Exeter [N.H.]	USA	80
[York]	England	79
[Cork?	England	79
[Norwich]	England	78
Glasguæ	Scotland	78
Philadelphia [Pa.]	USA	78
[Cork]	England	77
[Newburyport, Mass.]	USA	77
Hereford	England	76
Durham	England	76
London [i.e. The Hague]	Netherlands	76
Germantaun [Pa.]	USA	75
London [i.e. York?]	England	74
[Aberdeen]	Scotland	74
Aberdene	Scotland	74
Plymouth	England	73
[Newcastle upon Tyne?]	England	73
Salop	England	73
Sherborne	England	72
[Coventry	England	72
Llundain	England	72
[Newcastle]	England	72
Edinburgh [Scotland]	Scotland	72
[Excusum Londini	England	72
[Birmingham?	England	71
[Exeter?	England	71
Taunton	England	71
Printed at Paris	France	71
Lewes	England	70
Imprinted at Dublin	France	70
[Middelburg	Netherlands	70
Leicester	England	69
[Paris	France	69
Oxon	England	68
[Liverpool	England	67
[Ipswich?	England	67
[Aberdeen?	Scotland	66
[Salem, Mass.	USA	66
Oxford [i.e. London]	England	66
Germanton [Pa.]	USA	65
[Newport, R.I.]	USA	65
[Albany]	USA	64
Cambridge [Cambridgeshire]	England	64
[Nottingham	England	63
[Hull	England	63
[[Dublin]	France	63
A Londres [i.e. Paris]	France	62
Dumfries	Scotland	62
Aldershot in Hampshire near Farnham in Surry	England	62
Westminster	England	62
[Portsmouth, N.H.]	USA	62
[Providence?	USA	62
Newport, Rhode-Island	USA	62
London [i.e. Edinburgh]	Scotland	62
Lynn	England	61
[Exeter, N.H.	USA	61
Windsor [Vt.]	USA	61
[Northampton?	England	60
[Exeter	England	60
[Salem, Mass.]	USA	60
[Newbern, N.C.	USA	60
[Canterbury]	England	58
Halifax [N.S.]	USA	58
Bennington [Vt.]	USA	57
[Gloucester?	England	57
A Paris	France	56
Huddersfield	England	56
Winchester	England	56
[Hartford]	USA	56
[Paris]	France	55
[Salisbury?	England	55
Edinbvrgh	Scotland	55
Carmarthen	England	54
Portsmouth, New-Hampshire	USA	54
[Maidstone?	England	54
Printed at York	England	54
Portsmouth	England	53
[Hartford?	USA	53
[Halifax?	Canada	53
Stamford	England	51
[Exeter]	England	51
À Londres	England	51
[[London	England	51
Gainsbrough	England	51
[Charleston, S.C.]	USA	50
Ephrata [Pa.]	USA	50
[Montreal	Canada	50
Leipzig	Germany	50
[Durham?	England	49
London.	England	49
Air	Scotland	49
A Quebec	Canada	49
Newbury-Port [Mass.]	USA	49
Middletown [Conn.]	USA	49
Londres [i.e. Amsterdam]	Netherlands	49
Madras	India	49
Stockport	England	48
Newbern [N.C.]	USA	48
Printed at Exeter [N.H.]	USA	48
Waterford	Ireland	48
[Bedford	England	48
Imprentit at Edinburgh	Scotland	48
Brentford	England	47
Gloucester	England	47
[Bath?	England	47
[Twickenham	England	47
[Bath	England	47
[Newburyport, Mass.	USA	47
[Albany	USA	47
Litchfield [Conn.]	USA	47
Lexington [Ky.]	USA	47
[Darlington	England	47
[Hull]	England	46
[Liverpool]	England	46
Bury	England	46
Elizabeth-Town [N.J.]	USA	46
[New Orleans	USA	46
Worcester [Mass.]	USA	46
Printed at Worcester [Mass.]	USA	46
[Belfast?	Ireland	46
Kidderminster	England	45
Dublini	France	45
Woodbridge, in New-Jersey	USA	45
New-Brunswick [N.J.]	USA	45
Springfield [Mass.]	USA	45
Bedford	England	45
[St. Omer	France	45
Darlington	England	44
Oxoniae	England	44
[Chester?	England	44
Chelmsford	England	44
Sarum	England	44
London [i.e. Dublin?]	France	43
Southwark	England	43
Berlin	Germany	43
[Halifax]	Canada	43
Printed at Providence	USA	43
London [i.e. Edinburgh?]	Scotland	43
Trangambar	India	43
At Amsterdam	Netherlands	43
[Leicester	England	42
Penrith	England	42
[Belfast]	Ireland	42
Cirencester	England	41
Banbury	England	41
[Shrewsbury	England	41
Londoni	England	41
Hudson [N.Y.]	USA	41
In Londra	England	41
Ludlow	England	41
Kilmarnock	Ireland	41
[Oxford?]	England	40
[Leicester?	England	40
Rotterdam	Netherlands	40
[England	England	40
Peterborough	England	40
[United States?	USA	40
[Sherborne]	England	39
Trefecca	England	39
Lichfield	USA	39
Londres [i.e. Paris	France	39
[Exeter, N.H.]	USA	39
Lancaster	USA	38
Alnwick	England	38
At S. Omers	France	38
Chichester	England	38
Wrexham	England	38
[[Edinburgh]	Scotland	38
[Quebec?	Canada	38
Charlestown [S.C.]	USA	38
Leedes	England	38
Stockton	England	38
Londres [Paris?]	England	38
[Ludlow]	England	37
Yarmouth	England	37
[Leeds?	England	37
[Warrington?	England	37
[New Haven?	USA	37
Aberdoniæ	Scotland	37
[Connecticut	USA	37
Impressum Londini	England	37
[Germantown, Pa.	USA	37
Lancäster [Pa.]	USA	37
[Canterbury	England	37
Doncaster	England	37
[Tranquebar]	India	37
[Newcastle?	England	36
[Warwick?	England	36
A Philadelphie	USA	36
[Trenton	Canada	36
Printed at Newburyport [Mass.]	USA	36
Charlestown [Mass.]	USA	36
[Paris?	France	36
[Lewes	England	36
Saint Jago de la Vega	Jamaica	36
London [i.e. Dublin]	France	36
New-York [N.Y.]	USA	36
New York [N.Y.]	USA	36
Dunbar	Scotland	35
[New London, Conn.?	USA	35
Danbury [Conn.]	USA	35
Bolton	England	35
Macclesfield	England	35
Printiedig yn Llundain	England	34
Windsor	England	34
Montrose	Scotland	34
[Lancaster, Pa.	USA	34
Worcester, (Massachusetts)	USA	34
[Southwark]	England	34
Printed at Dublin	France	34
Printed at Leith	Scotland	34
Blackburn	England	33
[Leeds	England	33
[Southwark	England	33
[Baltimore]	USA	33
Windham [Conn.]	USA	33
[Cambridge?]	England	33
[Yarmouth	England	33
Wisbech	England	32
[Lincoln?	England	32
New Haven	USA	32
Sunderland	England	32
Reading [Pa.]	USA	32
Philadelphie [i.e. Paris?]	France	32
Halifax [N.C.]	USA	32
[Worcester?	England	32
[Birmingham?]	England	32
[Impressum Londini	England	32
[Gloucester	England	31
A Londres [i.e. Amsterdam?]	Netherlands	31
[Leeds]	England	31
[Scotland	Scotland	31
Savannah	USA	31
[Norwich, Conn.]	USA	31
[Reading?	England	31
[Maidstone]	England	31
Imprinted at Londo[n]	England	31
Abredeis	Scotland	30
Imprinted at Edinburgh	Scotland	30
[At London	England	30
[Poughkeepsie, N.Y.	USA	30
[[London?]	England	30
Richmond [Va.]	USA	30
Newark [N.J.]	USA	30
Concord [N.H.]	USA	30
[Worcester, Mass.	USA	30
A Dublin	France	30
Trefriw	England	30
[Margate]	England	30
Evesham	England	30
London]	England	30
[Chester	England	29
[Scotland?	Scotland	29
[Durham	England	29
[New York, N.Y.	USA	29
[Newport, R.I.?	USA	29
Portsmouth, N.H.	USA	29
[Pennsylvania?	USA	29
[The Hague]	Netherlands	29
Guildford	England	29
[Cologne	Germany	29
[Cambridge, England]	England	29
At Paris	France	28
Bristoll	England	28
[Leiden]	Germany	28
Aberhonddu	England	28
[York?]	England	28
[Amsterdam?]	Netherlands	28
Portland [Me.]	USA	28
Mwythig	England	28
[Twickenham]	England	28
Warwick	England	28
[Calcutta	India	28
[Banbury]	England	28
Hague	Netherlands	28
Printed at Oxford [i.e. London]	England	28
Antwerp	Belgium	27
[Worcester	England	27
[Belfast	Ireland	27
Philadelphiae	USA	27
(New-York	USA	27
New-York.	USA	27
[Chester]	England	27
[Hertford	England	27
[Imprinted at Londo[n]	England	27
[Kingstown [Saint Vincent]	St Vincent	27
[Nottingham?	England	26
Chesterfield	England	26
Henley	England	26
[Liverpool?	England	26
[New-York	USA	26
[Washington, D.C.	USA	26
Vienna	Austria	26
[Bedford?	England	26
London?]	England	26
[Sheffield	England	25
Kelso	Scotland	25
Gosport	England	25
Stafford	England	25
In the Savoy	England	25
Albany [N.Y.]	USA	25
[Plymouth	England	25
[Germantown, Pa.]	USA	25
Trenton [N.J.]	USA	25
[Burlington, N.J.	USA	25
Charles-Town [S.C.]	USA	25
Northampton [Mass.]	USA	25
Rutland [Vt.]	USA	25
[Darlington]	England	25
Reprinted at Dublin	France	25
[Newcastle	England	24
Monaghan	Ireland	24
Londra [i.e. Leghorn?]	Italy	24
Poughkeepsie [N.Y.]	USA	24
[Cork	England	24
[Montreal?	Canada	24
York [Pa.]	USA	24
Portsmouth: New-Hampshire	USA	24
[Worcester, Mass.]	USA	24
New London [Conn.]	USA	24
Wigan	England	24
Abredoniæ	Scotland	24
Wakefield	England	23
[Perth]	Scotland	23
[Philadelphia?]	USA	23
Whitby	England	23
[Coventry]	England	23
[Halifax, N.S.	USA	23
South-Carolina. Charles-Town	USA	23
Carlisle [Pa.]	USA	23
Lansingburgh [N.Y.]	USA	23
Stockbridge [Mass.]	USA	23
[Plymouth]	England	23
[Bristol?]	England	23
At Edinburgh	Scotland	23
[Londres	England	22
[Calcutta]	India	22
Londre	England	22
[Charleston, S.C.?	USA	22
[Lancaster, Pa.]	USA	22
Warren (Rhode-Island)	USA	22
Charlestown [i.e., Charleston, S.C.]	USA	22
[Wrexham]	England	22
Newcastle upon Tine	England	22
St. Jago de la Vega	Jamaica	22
Tunbridge Wells	England	22
Printed at Amsterdam	Netherlands	22
[Cambridge (England)	England	22
[Emden	Germany	22
[Norwich?]	England	21
[Derby?	England	21
[Whitehaven?	England	21
Suffield [Conn.]	USA	21
Hamburg	Germany	21
A Montreal	Canada	21
[Windsor, Vt.?	USA	21
Dover [N.H.]	USA	21
[Fishkill, N.Y.	USA	21
Edenton [N.C.]	USA	21
[Lexington, Ky.	USA	21
Printed at Worcester, Massachusetts.	USA	21
[Hull?	England	21
[Winchester?	England	21
Londres [i.e. The Hague]	Netherlands	21
In the Savoy [London]	England	21
[Southampton?	England	21
Londra [i.e. Leghorn]	Italy	21
[Margate	England	21
Kingston, Jamaica	Jamaica	21
Paris [i.e. London?]	England	21
Burslem	England	21
Congleton	England	21
Yorke	England	21
[London ?	England	20
Bradford	England	20
Philadelphie	USA	20
[Sheffield]	England	20
[Holland?	Netherlands	20
[Cambridge, Mass.]	USA	20
[Québec	Canada	20
Norfolk [Va.]	USA	20
Knoxville [Tenn.]	USA	20
Falmouth	USA	20
[Reading]	England	20
Londres [i.e. The Hague?]	Netherlands	20
Paris [i.e. London]	England	20
Edinbourg	Scotland	20
[Stamford]	England	20
[Derby	England	20
Newcastle upon Tyne?]	England	20
[Dublin, Ireland]	France	20
[London [England]	England	20
Londres [i.e. Geneva?]	Switzerland	19
[Stafford?	England	19
[Winchester]	England	19
[Windsor]	England	19
[England?	England	19
[Darlington?	England	19
[Exeter, N.H.?	USA	19
[Falkirk]	England	19
[Charlotte-Town	USA	19
Printed at Philadelphia	USA	19
[Albany?	USA	19
Portsmouth, in New-Hampshire	USA	19
Dedham [Mass.]	USA	19
--Philadelphia	USA	19
Woodbridge	USA	19
Londres [i.e. Brussels?]	Belgium	19
[Rochester?	England	19
[Belfast?]	Ireland	19
Margate	England	19
Sudbury	England	19
[Saint-Omer]	France	19
Middelburgh	Netherlands	19
Tot Rotterdam	Netherlands	19
[Wesel?	Germany	19
Imprinted at York	England	19
[Edinburgh, Scotland	Scotland	19
[Leith]	Scotland	18
[Hereford?	England	18
[Leiden	Germany	18
[Paris?]	France	18
Strabane	Northern Ireland	18
[Antwerp]	Belgium	18
[United States]	USA	18
Printed at New-York	USA	18
Haverhill [Mass.]	USA	18
[Concord, N.H.]	USA	18
[Lewes?	England	18
[L]ondon	England	18
[Madras	India	18
[Chichester?	England	18
Aberdoniis	Scotland	18
Imprinted at Amsterdam	Netherlands	18
Re-printed at Edinburgh	Scotland	18
[England?]	England	17
[Reading	England	17
Antigua	Canada	17
Clipstone	England	17
[Perth?	Scotland	17
[Stirling?]	Scotland	17
[Lancaster?	USA	17
Glasgow [Scotland]	Scotland	17
Newport	USA	17
Bruges	Belgium	17
Alexandria [Va.]	USA	17
Newbury-port [Mass.]	USA	17
[Portsmouth, N.H.?	USA	17
Novi-Londini [New London, Conn.]	England	17
Chambersburg [Pa.]	USA	17
South-Carolina: Charles-Town	USA	17
Spalding	England	17
A Londres [i.e. Paris	France	17
Winton	England	17
Gottingen	Germany	17
Port-au-Prince	Haiti	17
Marlborough	England	17
Drogheda	Ireland	17
Londres [i.e. Geneva]	Switzerland	17
[King's Lynn	England	17
Londres [i.e. Liège?]	Belgium	17
Reprinted at London	England	17
[Prynted at London	England	17
Imprimé à Londres	England	17
Printed at Kilkenny	Ireland	17
[Wolverhampton]	England	16
Berwick upon Tweed	Scotland	16
Edinbvrgi	Scotland	16
[Derby]	England	16
Stourbridge	England	16
Dudley	England	16
London-Derry	Northern Ireland	16
[Port-au-Prince	Haiti	16
St. John	Antiqua	16
[Northampton]	England	16
[Portland, Me.]	USA	16
Providence, in New-England	USA	16
[Bennington, Vt.	USA	16
Troy [N.Y.]	USA	16
State of New-Hampshire: Portsmouth	England	16
--New-York	USA	16
Portsmouth--New-Hampshire	USA	16
Huntingdon	England	16
Lonon [sic]	England	16
[Aberdeen?]	Scotland	16
Oxon.	England	16
[Leicester]	England	16
Parisiis	France	16
Tranquebar	India	16
Leipzig und Züllichau	Germany	16
[Sherborne	England	16
[Lichfield?	USA	16
Armagh	Northern Ireland	16
Blackfriars	England	16
London:;[London]	England	16
Imprinted in London	England	16
Londres [i.e. Amsterdam	Netherlands	15
[Sunderland]	England	15
[Carlisle?	England	15
[Connecticut?	USA	15
Chelsea	England	15
[Cheshire, Conn.	USA	15
[Newcastle-upon-Tyne	England	15
[Manchester?]	England	15
[Liverpool?]	England	15
A Edimbourg	Scotland	15
[Newark	England	15
[Litchfield, Conn.]	USA	15
Chatham [N.J.]	USA	15
Whitehall [Pa.]	USA	15
Printed at Portland [Me.]	USA	15
[Bennington, Vt.]	USA	15
Petersburg [Va.]	USA	15
A Londre	England	15
[Madras]	India	15
Altenburgh	Germany	15
[Worcester?]	England	15
[Stabroek?	Guyana	15
Gainsborough	England	15
A Londres [Paris?]	England	15
[ London ]	England	15
[Sheffield?	England	15
Londres [i.e.Paris?]	France	15
[Downpatrick	Ireland	15
[Imprynted at Londo[n]	England	15
At Rotterdam	Netherlands	15
[Lo[n]dini	England	15
Philadelphia, Pa.	USA	15
[Taunton?	England	14
Printed in London	England	14
[Bath?]	England	14
North Shields	England	14
[New Jersey?	USA	14
[New Jersey	USA	14
Kilkenny	Ireland	14
Montreal	Canada	14
[New York?]	USA	14
[Lancaster, Pa.?	USA	14
[Windsor, Vt.	USA	14
[Watertown, Mass.?	USA	14
Washington [Pa.]	USA	14
Danvers [Mass.]	USA	14
N London [i.e., New London, Conn.]	USA	14
[Amherst, N.H.]	USA	14
[Frankfort, Ky.	USA	14
Printed at Concord [N.H.]	USA	14
West-Springfield [Mass.]	USA	14
[Gloucester?]	England	14
A Edinbourg	Scotland	14
Devizes	England	14
[Yarmouth?	England	14
Market-Harborough	England	14
Egham	England	14
Trowbridge	England	14
Oxoni?	England	14
Cantabrigi?	England	14
Kingston	Jamaica	14
[Wakefield	England	14
Etonae	England	14
[Perth	Scotland	14
[Ewood Hall]	England	14
Oxford?]	England	14
Printed in Aberdene	Scotland	14
[Imprinted in London	England	14
Francofurti	Germany	14
Printed in Aberdeen	Scotland	14
Baltimore [Md.]	USA	14
Cork [Ireland]	England	14
[Bridgetown?	Barbados	14
Antuerpiæ	Belgium	13
Winchester [Va.]	USA	13
Nantwich	England	13
Londen	England	13
London?	England	13
[Leeds?]	England	13
[Baltimore?	USA	13
Hamburgh	Germany	13
[Colchester	England	13
Abredoniae	Scotland	13
Madeley	England	13
[Kendal?	England	13
[Ephrata, Pa.?	USA	13
[Leominster, Mass.?]	USA	13
[Windsor, Vt.]	USA	13
Printed at Walpole, Newhampshire	USA	13
Watertown [Mass.]	USA	13
Newport (Rhode-Island)	USA	13
Kingston [Jamaica]	Jamaica	13
Bury St. Edmunds	England	13
[Kilkenny]	Ireland	13
Trangambariae	India	13
Caerlleon	England	13
Lodon [sic]	England	13
St. Ives	England	13
Portsea	England	13
[Deptford]	England	13
Leominster	England	13
[Chelmsford?	England	13
Amsterdam [i.e. London]	England	13
[Ripon	England	13
[Kendal	England	13
Imprinted at Lo[n]don	England	13
Amstelodami	Netherlands	13
[Imprented at London	England	13
Imprinted at Antwerp	Belgium	13
In the Savoy [i.e. London]	England	13
Printed at the Theater in Oxford	England	13
[Peterborough?	England	12
In London	England	12
[London : s.n.	England	12
Edinburghi	Scotland	12
Philadelphie [i.e. Paris]	France	12
[Lancaster]	USA	12
Sevenoaks	England	12
[England]	England	12
[Portsmouth]	England	12
[Aylesbury?	England	12
[Newark, N.J.	USA	12
London, printed	England	12
[Norwich, Conn.	USA	12
Londres [i.e. Hamburg?]	Germany	12
[Cambridge, Mass.?	USA	12
[Niagara	Canada	12
[Burlington, N.J.?	USA	12
Charleston, South-Carolina	USA	12
[Salem, Mass.?	USA	12
Elizabeth-town [N.J.]	USA	12
[Worcester, Mass.?	USA	12
Newfield [Conn.]	USA	12
Printed at Salem [Mass.]	USA	12
[Westminster, Vt.	USA	12
Fairhaven [Vt.]	USA	12
Dorchester	England	12
Halle	Germany	12
[Vepery]	India	12
Oxonia	England	12
[Huntingdon?	England	12
[Londini]	England	12
[Rochester]	England	12
[Rotterdam]	Netherlands	12
[Knaresborough?	England	12
[Gloucester]	England	12
[Wakefield]	England	12
[Stirling]	Scotland	12
[[Paris]	France	12
[[Antwerp]	Belgium	12
[Antwerp?	Belgium	12
Printed at Antwerp	Belgium	12
Louanii	England	12
[Saint Omer	France	12
Excudebat Londini	England	12
[[Southwark]	England	12
[Impress. Londini	England	12
Hage	Netherlands	12
[Penrith]	England	11
Brecknock	England	11
[Stirling?	Scotland	11
[London] In the Savoy	England	11
[Colchester?	England	11
[Richmond, Va.	USA	11
[Rotterdam	Netherlands	11
[Trenton, N.J.	USA	11
Copenhagen	Denmark	11
[Hamburg?	Germany	11
[[New York]	USA	11
[Ephrata, Pa.	USA	11
Cambridg [i.e., Cambridge, Mass.]	USA	11
New-London	USA	11
[New-York]	USA	11
[New Orleans]	USA	11
[Williamsburg, Va.]	USA	11
[Richmond?	England	11
Massachusetts-Bay: Worcester	USA	11
Providence (Rhode-Island)	USA	11
Frankfort [Ky.]	USA	11
[Poughkeepsie, N.Y.]	USA	11
[Germantown, Pa.?	USA	11
[Plymouth?	England	11
Dresden	Germany	11
[Ipswich	England	11
[Bury St. Edmunds?	England	11
Andreapoli	Scotland	11
Londra [i.e. Venice?]	Italy	11
Lambeth	England	11
Louth	England	11
London [Edinburgh?]	England	11
[The Hague?	Netherlands	11
Londini [i.e. Amsterdam]	Netherlands	11
[Londres]	England	11
Gravesend	England	11
Mullingar	Ireland	11
[Doncaster?	England	11
[Dundee	Scotland	11
[Bedford]	England	11
England?]	England	11
[Cambridge, England	England	11
[Holland	Netherlands	11
Printed at Glasgow	Scotland	11
Printed at London, and re-printed at Edinburgh	England	11
[Dublin, Ireland	France	11
Bristol [England]	England	11
[Berwick?	Scotland	10
[Canterbury?]	England	10
[Whitehaven]	England	10
[Preston]	England	10
Exeter, N.H.	USA	10
[Dumfries?	Scotland	10
Plymouth-Dock	England	10
[Savannah?	USA	10
[Exeter, England]	England	10
Catskill [N.Y.]	USA	10
Columbia [S.C.]	USA	10
New-London [Conn]	USA	10
[Alexandria, Va.	USA	10
Wiscasset [Me.]	USA	10
Cooperstown [N.Y.]	USA	10
Woodbridge, in New Jersey	USA	10
Brooklyn [N.Y.]	USA	10
Fish-kill [N.Y.]	USA	10
[Richmond]	England	10
Newburgh [N.Y.]	USA	10
New-Haven.	USA	10
Printed at Dover [N.H.]	USA	10
Fredericksburg [Va.]	USA	10
[Halifax, N.C.	USA	10
Charles-Town [i.e., Charleston, S.C.]	USA	10
Elizabethtown [N.J.]	USA	10
Hanover [N.H.]	USA	10
Printed at Litchfield [Conn.]	USA	10
[Chelmsford]	England	10
Tamworth	England	10
Hawick	Scotland	10
Birminghamiae	England	10
[Wakefield?	England	10
[Shrewsbury?]	England	10
La Haye	Netherlands	10
[Carmarthen]	England	10
[Guildford?	England	10
[Sherborne?]	England	10
Saint Jago de la Vega, Jamaica	Jamaica	10
Bath [i.e. London]	England	10
Edinburgh [i.e. London?]	England	10
[Kingston]	Jamaica	10
[Nottingham?]	England	10
London [i.e. Paris?]	France	10
[Calcutta?	India	10
[Kendal]	England	10
[Roseau?	Dominica	10
[Roseau]	Dominica	10
[Bradford?	England	10
Dublin [i.e. London]	England	10
[Haddington?	Scotland	10
Aberdoniae	Scotland	10
[Edinburgi	Scotland	10
Woverhampton	England	10
Prynted at London	England	10
Lugduni Batavorum	Germany	10
[Imprynted at Lo[n]don	England	10
At Cambridge	England	10
Imprentit at Sanctandrois	Scotland	10
Printed at Cambridge	England	10
[[Westminster]	England	10
Edenburgh	Scotland	10
Dvblin	France	10
Printed at the Hague	Netherlands	10
[Oxford, i.e. London]	England	10
[Edinburgh, Scotland]	Scotland	10
London [England	England	10
[St. Pierre	Martinique	10
[Roseau	Dominica	10
A Londres [i.e. France?]	France	9
[Leith?	Scotland	9
[Sherborne?	England	9
Leith	Scotland	9
[Hertford?	England	9
[Alnwick?	England	9
North-Shields	England	9
London [i.e. The Hague?]	Netherlands	9
[Alnwick	England	9
A Amsterdam	Netherlands	9
Londres [i.e. Paris?	France	9
[Southwark?	England	9
[Litchfield, Conn.	USA	9
[Hartford, Conn.]	USA	9
[St. Petersburg?	Russia	9
Frederick-Town [Md.]	USA	9
[Virginia?	USA	9
Cologne [i.e. London]	England	9
[Newark?	England	9
[New London, Conn.?]	USA	9
A Montréal	Canada	9
[Trenton?	Canada	9
[Annapolis?	USA	9
[United States?]	USA	9
Printed in Albany	USA	9
Novi-Portus	USA	9
Printed in Hudson [N.Y.]	USA	9
(Philadelphia	USA	9
Westminster [Vt.]	USA	9
[Newburyport, Mass.?	USA	9
Printed at Stockbridge [Mass.]	USA	9
[Carlisle, Pa.]	USA	9
Printed at Springfield, Massachusetts	USA	9
Worcester, Massachusetts	USA	9
Kingston [N.Y.]	USA	9
[Edenton, N.C.	USA	9
(Providence	USA	9
Warren (R.I.)	USA	9
Vergennes [Vt.]	USA	9
Printed at Windsor [Vt.]	USA	9
Chesnuthill [Pa.]	USA	9
[Southampton]	England	9
Göttingen	Germany	9
Bombay	India	9
St. Jago de la Vega, Jamaica	Jamaica	9
Londini [i.e. Paris?]	France	9
[Bury St. Edmunds]	England	9
Newbury	England	9
[Lincoln	England	9
[Lo]ndon	England	9
[Cirencester]	England	9
Londres [i.e Paris?]	France	9
Edimburgi	Scotland	9
Bury [St. Edmunds]	England	9
[Wisbech?	England	9
London [Edinburgh]	England	9
Londn [sic]	England	9
[Pontefract?	England	9
Londres[i.e. Paris?]	France	9
