original	polished	Count
[Rochester	Rochester	7
À Londres	London	7
[Bristol?	Bristol	7
[Cambridge?	Cambridge	7
[Boston, Mass.]	Boston MA	7
[Boston, Mass.	Boston MA	7
Philadelphia.	Philadelphia PA	7
[New York?]	New York NY	7
[Savannah	Savannah Ga	7
[Burlington, N.J.	Burlington NJ	7
Newbury-Port [Mass.]	Newburyport MA	7
Boston; New-England	Boston MA	7
N. London [i.e., New London, Conn.]	New London CT	7
Printed at Worcester, Massachusetts	Worcester MA	7
[New London, Conn.?	New London CT	7
[Portsmouth, N.H.?	Portsmouth NH	7
[Salisbury]	Salisbury	7
Hague	The Hague	7
Impressum Londini	London	7
Imprinted at Amsterdam	Amsterdam	7
At Amsterdam	Amsterdam	7
[[Dublin]	Dublin	7
[Sheffield, England]	Sheffield	7
Salisbury [England]	Salisbury	7
Reading [England]	Reading	7
[Bristol, England]	Bristol	7
[Dublin, Ireland	Dublin	7
Bristol [England]	Bristol	7
Bath [England]	Bath	7
[Exeter?	Exeter	6
[Holland?	Amsterdam	6
[New York, N.Y.	New York NY	6
[Worcester]	Worcester	6
Philadelphie [i.e. Paris?]	Paris	6
Boston [Mass.]	Boston MA	6
[Albany]	Albany NY	6
[Burlington, N.J.?	Burlington NJ	6
[Portsmouth, N.H.]	Portsmouth NH	6
[Charleston, S.C.?	Charleston SC	6
Charles-Town [S.C.]	Charleston SC	6
[Providence?	Providence RI	6
Poughkeepsie [N.Y.]	Poughkeepsie NY	6
[Lancaster, Pa.?	Lancaster PA	6
Litchfield [Conn.]	Litchfield CT	6
York-Town [Pa.]	York PA	6
[Concord, N.H.]	Concord NH	6
[Hartford, Conn.]	Hartford CT	6
[Newcastle upon Tyne	Newcastle	6
A Paris	Paris	6
Hague [i.e. London]	London	6
Printed at Paris	Paris	6
Imprinted at Edinburgh	Edinburgh	6
[Saint-Omer	St Omer	6
[The Hague?	The Hague	6
In the Savoy [i.e. London]	London	6
Yorke	York	6
Printed at London, and re-printed at Edinburgh	London	6
[Leith?	Edinburgh	6
Dvblin	Dublin	6
Printed by His Majesties command at Oxford	Oxford	6
[Edinburgh] Printed at London, and re-printed at Edinburgh	Edinburgh	6
[[London?]	London	6
Edinburgh [i.e. London?]	London	6
Reprinted at London	London	6
Birmingham [England]	Birmingham	6
Limerick [Ireland]	Limerick	6
A Londres [London, England]	London	6
Winchester [Va.]	Winchester VA	6
Aberdeen [Scotland]	Aberdeen	6
Canterbury [England]	Canterbury	6
Derby [England]	Derby	6
Barbados	Bridgetown Barbados	5
[Nottingham	Nottingham	5
[Poughkeepsie, N.Y.	Poughkeepsie NY	5
[Newburyport, Mass.]	Newburyport MA	5
Norfolk [Va.]	Norfolk VA	5
[Pennsylvania?	Philadelphia PA	5
Massachusetts-Bay: Worcester	Worcester MA	5
Portsmouth [N.H.]	Portsmouth NH	5
Watertown [Mass.]	Watertown MA	5
[Newbern, N.C.	New Bern NC	5
[Newport, R.I.?	Newport RI	5
Salem [Mass.]: N.E.	Mass	5
Philadelphie	Philadelphia PA	5
[Exeter, N.H.?	Exeter NH	5
[Baltimore]	Baltimore Md	5
Newbern [N.C.]	New Bern NC	5
Germantown [Pa.]	Germantown PA	5
[Paris]	Paris	5
Glocester	Gloucester	5
[The Hague]	The Hague	5
A Londres [i.e. Amsterdam?]	Amsterdam	5
[Tunbridge Wells	Tunbridge Wells	5
Londres [i.e. The Hague]	The Hague	5
Londres [i.e. The Hague?]	The Hague	5
[Darlington	Darlington	5
Aberdoniæ	Aberdeen	5
Edimburgi	Edinburgh	5
[Westminster	London	5
Printed at Amsterdam	Amsterdam	5
[Paris	Paris	5
At Edinburgh	Edinburgh	5
[Hague	The Hague	5
[Imprinted at Edinburgh	Edinburgh	5
[Enprynted at London	London	5
Printed at Waterford	Waterford	5
Printed at Yorke	York	5
Printed at the Hague	The Hague	5
Londini [i.e. Amsterdam]	Amsterdam	5
In the Savoy [London]	London	5
[Printed at Oxford	Oxford	5
[Liverpool, England]	Liverpool	5
[Hull, England]	Hull	5
[York, England]	York	5
[Glasgow, Scotland]	Glasgow	5
At Paris	Paris	4
[Manchester	Manchester	4
In Londra	London	4
[Londres	London	4
[London] In the Savoy	London	4
[England?	London	4
[Boston?]	Boston	4
[New-York	New York NY	4
[Scotland?	Edinburgh	4
[Halifax	Halifax	4
[Cambridge, Mass.]	Cambridge MA	4
Burlington [N.J.]	Burlington NJ	4
[Salem, Mass.?	Salem MA	4
Newburyport [Mass.]	Newburyport MA	4
Carlisle [Pa.]	Carlisle PA	4
[Worcester, Mass.?	Worcester MA	4
Chelmsford [Mass.]	Chelmsford MA	4
[Worcester, Mass.	Worcester MA	4
[York, Pa.	York PA	4
New London [Conn.]	New London CT	4
[New Haven?	New Haven MA	4
Kingston [N.Y.]	Kingston NY	4
Charlestown [S.C.]	Charleston SC	4
[New Haven]	New Haven MA	4
Lexington [Ky.]	Lexington Ky	4
Boston: New-England	Boston MA	4
Chambersburg [Pa.]	Chambersburg PA	4
[Wilmington, Del.	Wilmington De	4
[Augusta, Ga.?	Augusta Ga	4
New-Brunswick [N.J.]	New Brunswick NJ	4
Providence, in New-England	Providence RI	4
[Québec	Quebec	4
[Shrewsbury]	Shrewsbury	4
[Paris?	Paris	4
[Sherborne]	Sherborne	4
[Birmingham]	Birmingham	4
A Edimbourg	Edinburgh	4
London [i.e. Dublin]	Dublin	4
Glasguæ	Glasgow	4
[Aberdeen?	Aberdeen	4
[Cork?	Cork	4
[Germany?	Hamburg	4
[Rotterdam]	Rotterdam	4
[Saint-Omer]	St Omer	4
Printed at Vtrech [i.e. London	London	4
[England	London	4
[Holland	Amsterdam	4
Printed at Glasgow	Glasgow	4
Dublin [i.e. London]	London	4
Printed at London ;;and re-printed at Edinburgh	London	4
Reprinted at Oxford	Oxford	4
Hagh	The Hague	4
[Leith	Edinburgh	4
[London ?	London	4
At Rotterdam	Rotterdam	4
Printed at Bristoll	Bristol	4
[New York, N.Y.]	New York NY	4
Norwich [England]	Norwich	4
Waterford [Ireland]	Waterford	4
Glasgow [Scotland]	Glasgow	4
[Sherborne, England]	Sherborne	4
New York [N.Y.]	New York NY	4
Ipswich [England]	Ipswich	4
[Winchester, England]	Winchester	4
Liverpool [England]	Liverpool	4
Cambridge [England]	Cambridge	4
Kingston [Jamaica]	Kingston Jamaica	4
[Liverpool	Liverpool	3
Printed at Exeter	Exeter	3
[At London	London	3
[Canterbury]	Canterbury	3
A La Haye	The Hague	3
[Rotterdam	Rotterdam	3
[Paris?]	Paris	3
Londres [i.e. Hamburg?]	Hamburg	3
Oxoniae	Oxford	3
[Kingston, Jamaica	Kingston Jamaica	3
Exon [Exeter, England]	Exeter	3
[Quebec	Quebec	3
[Halifax?	Halifax	3
Boston in N.E.	Boston	3
[New Orleans]	New Orleans La	3
[Litchfield, Conn.]	Litchfield CT	3
Danvers [Mass.]	Danvers MA	3
[Newburyport, Mass.?	Newburyport MA	3
[Philadelphia?]	Philadelphia PA	3
[Exeter, N.H.]	Exeter NH	3
Exeter [N.H.]	Exeter NH	3
[Watertown, Mass.]	Watertown MA	3
[Williamsburg, Va.]	Williamsburg VA	3
Trenton [N.J.]	Trenton NJ	3
[Worcester, Mass.]	Worcester MA	3
Boston, in New-England	Boston MA	3
Windham [Conn.]	Windham CT	3
Philadelphiae	Philadelphia PA	3
[Massachusetts	Boston MA	3
Hudson [N.Y.]	Hudson NY	3
Lansingburgh [N.Y.]	Lansingburgh NY	3
Worcester [Mass.]	Worcester MA	3
[Stockbridge, Mass.]	Stockbridge MA	3
[Albany?	Albany NY	3
[Litchfield, Conn.	Litchfield CT	3
Fish-Kill [N.Y.]	Fishkill NY	3
[Germantown, Pa.]	Germantown PA	3
[Plymouth?	Plymouth	3
[Chester]	Chester	3
[Newcastle?	Newcastle	3
Leedes	Leeds	3
[Copenhagen]	Copenhagen	3
Air	Ayr	3
[Twickenham]	Twickenham	3
Cantabrigiae	Cambridge	3
Etonæ	Eton	3
Llundain	London	3
Caerfyrddin	Carmarthen	3
Parisiis	Paris	3
Brussels [i.e. London?]	London	3
[Norwich]	Norwich	3
A Londres [Paris?]	London	3
Paris [i.e. London?]	London	3
Paris [i.e. London]	London	3
Paris [London]	Paris	3
Londres [i.e. Amsterdam]	Amsterdam	3
Woodbridge	Woodbridge NJ	3
[Cambridge?]	Cambridge	3
London and Westminster	London	3
Edinburgh printed	Edinburgh	3
[Norwich?]	Norwich	3
Dublin printed	Dublin	3
[Birmingham	Birmingham	3
[Oxford?]	Oxford	3
London]	London	3
London?]	London	3
London.	London	3
Middleburg [i.e. London]	London	3
Imprinted at Edinburgh [i.e. London]	London	3
Imprinted at London in Powles Churchyarde	London	3
Imprentit at Sanctandrois	St Andrews	3
Tot Londen	London	3
[Imprinted at Londo[n]	London	3
A Edimbourg [i.e. Paris]	Paris	3
Printed by his Majesties speciall command at Cambridge	Cambridge	3
[Kilkenny]	Kilkenny	3
Londini [i.e. Utrecht]	Utrecht	3
Londoni	London	3
Loudon [sic]	London	3
Lonon [sic]	London	3
Kingston, Jamaica	Kingston Jamaica	3
Sheffield [England]	Sheffield	3
Halifax [Nova Scotia]	Halifax NS	3
London [England	London	3
Galway [Ireland]	Galway	3
[Canterbury, England]	Canterbury	3
Baltimore [Md.]	Baltimore Md	3
New York [New York]	New York NY	3
Philadelphie [Philadelphia, Pa.	Philadelphia PA	3
Doncaster [England]	Doncaster	3
[Stamford, England]	Stamford	3
[Newcastle upon Tyne, England]	Newcastle	3
London, [England]	London	3
[Jamaica	Kingston Jamaica	3
Oxon [Oxford]	Oxford	2
[Northampton	Northampton	2
[Northampton?	Northampton	2
Jamaica	Kingston Jamaica	2
London [i.e. Dublin?]	Dublin	2
Londres [i.e. Amsterdam	Amsterdam	2
[London,]	London	2
[London, ]	London	2
Printed at Delph in Holland	Delft	2
[Annapolis, Md.	Annapolis Md	2
[Harrisburg?	Harrisburgh PA	2
[Savannah, Ga.	Savannah Ga	2
Londini [i.e. Germany]	Hamburg	2
Edinburghi	Edinburgh	2
Exeter, [England]	Exeter	2
Exeter [England]	Exeter	2
[Chester	Chester	2
Boston, in N.E.	Boston	2
[Cambridge, Mass.?	Cambridge MA	2
[New Jersey	Newark NJ	2
[Saint Augustine	St Augustine Fl	2
[Massachusetts?	Boston MA	2
[Newburyport, Mass.	Newburyport MA	2
[Halifax, N.S.?	Halifax NS	2
[New Jersey?	Newark NJ	2
[Danvers, Mass.]	Danvers MA	2
Portsmouth, in New-Hampshire	Portsmouth NH	2
Commonwealth of Massachusetts: Boston	Boston MA	2
Newbury-Port: [Mass.]	Newburyport MA	2
Warren (Rhode-Island)	Warren RI	2
Portsmouth: New-Hampshire	Portsmouth NH	2
Printed at Exeter [N.H.]	Exeter NH	2
[Providence?]	Providence RI	2
Printed at Portland [Me.]	Portland Me	2
Chatham [N.J.]	Chatham NJ	2
Worcester [Mass]	Worcester MA	2
[Norwich, Conn.?	Norwich CT	2
Providence (Rhode Island)	Providence RI	2
[Williamsburg, Va.?	Williamsburg VA	2
[Norwich, Conn.	Norwich CT	2
[Fishkill, N.Y.?	Fishkill NY	2
[Woodbridge, N.J.?	Woodbridge NJ	2
[New London, Conn.	New London CT	2
Walpole, Newhampshire	Walpole NH	2
Printed in Hudson [N.Y.]	Hudson NY	2
[Jacksonburgh, S.C.	Jacksonburgh SC	2
[Halifax, N.C.?	Halifax NC	2
[Lancaster Pa.	Lancaster PA	2
Charles-Town [i.e., Charleston, S.C.]	Charleston SC	2
[Boston] America	Boston MA	2
Hagerstown [Md.]	Hagerstown Md	2
New-York.	New York NY	2
Massachuset; Boston	Boston MA	2
Richmond [Va.]	Richmond VA	2
Westminster [Vt.]	Westminster Vt	2
A Philadelphie.	Philadelphia PA	2
Reading [Pa.]	Reading PA	2
Rutland [Vt.]	Rutland Vt	2
Salem [Mass.]; N.E.	Mass	2
Springfield [Mass.]	Springfield MA	2
York-town [Pa.]	York PA	2
[United States]	United States	2
[Norfolk, Va.	Norfolk VA	2
[Richmond]	Richmond	2
[Albany, N.Y.	Albany NY	2
[Albany	Albany NY	2
Boston: in N.E.	Boston	2
Savannah	Savannah Ga	2
Lancäster [Pa.]	Lancaster PA	2
[Savannah?]	Savannah Ga	2
Portsmouth: N.H.	Portsmouth NH	2
[New-London, Conn.]	New London CT	2
[Annapolis]	Annapolis Md	2
Bennington [Vt.]	Bennington Vt	2
Philadelpaia [sic]	Philadelphia PA	2
Boston: (Commonwealth of Massachusetts)	Boston MA	2
Andover [Mass.]	Andover MA	2
Printed at Stockbridge [Mass.]	Stockbridge MA	2
[Amherst, N.H.]	Amherst NH	2
Fish-kill [N.Y.]	Fishkill NY	2
[Newbern, N.C.?]	New Bern NC	2
[Leominster, Mass.]	Leominster MA	2
Halifax [N.S.]	Halifax NS	2
Newbury [Mass.]	Newbury MA	2
Londre	London	2
A Birmingham	Birmingham	2
Corte [i.e. London?]	London	2
London [i.e. Gainsborough]	Gainsborough	2
[Leeds]	Leeds	2
A Londres [i.e. Basle?]	Basel	2
[Newcastle upon Tyne]	Newcastle	2
Lichfield	Litchfield CT	2
Abredoniæ	Aberdeen	2
[Bath	Bath	2
London-Derry	Londonderry	2
[Perth?	Perth	2
Londra [i.e. Venice?]	Venice	2
Londra[i.e. Venice]	Venice	2
Londres [Paris?]	London	2
[Birmingham?]	Birmingham	2
Londres [i.e. Brussels?]	Brussels	2
Londini [i.e. Paris]	Paris	2
[Glasgow?]	Glasgow	2
[Eton]	Eton	2
[Londres]	London	2
Edinborough	Edinburgh	2
[Darlington]	Darlington	2
[Birmingham?	Birmingham	2
[Plymouth	Plymouth	2
Lond.	London	2
[Downpatrick?	Downpatrick	2
A Edinbourg	Edinburgh	2
[Canterbury	Canterbury	2
Leith	Edinburgh	2
[Manchester]	Manchester	2
Hambourg [i.e. London]	London	2
Londres [i.e. Berlin]	Berlin	2
[Port-au-Prince]	Port-au-Prince	2
Londres [i.e. Winterthur	Winterthur	2
[London? :bs.n.	London	2
[Belfast?]	Belfast	2
London [i.e. The Hague]	The Hague	2
[Imprentit at Edinburgh	Edinburgh	2
At Oxford [i.e. London]	London	2
[Cologne	Cologne	2
Printed at Delph	Delft	2
[Utrecht	Utrecht	2
Lugduni Batavorum	Leiden	2
London [	London	2
Imprimé à Londres	London	2
Imprimè a Londres	London	2
Jmprinted at London	London	2
Imprinted at Newcastle	Newcastle	2
Imprented at Edinburgh	Edinburgh	2
Ghedruckt tot Londen	London	2
Imprinted in London	London	2
Printed in Elisium [i.e. London]	London	2
A la Haye	The Hague	2
Printed at Vtrecht [i.e. London	London	2
Printed in Elisium [i.e. London	London	2
Lutetiæ Parisiorum [i.e. London]	London	2
[Cambridge and London]	Cambridge	2
Printed at Amstelredam	Amsterdam	2
DublinI	Dublin	2
Printed at London [i.e. Holland	Amsterdam	2
[Emden	Emden	2
At S. Omers	St Omer	2
Printed in Aberdene	Aberdeen	2
Prynted at London	London	2
[Wesel?	Wesel	2
Louanii	London	2
At Delft [i.e. London	London	2
Printed at Rotterdam [i.e. London?]	London	2
Londoni [sic]	London	2
[Rouen	Rouen	2
Printed at VVaterford	Waterford	2
Printed by His Majesties command at Oxford [i.e. London]	London	2
Edinburgh [i.e. London]	London	2
Hagæ	The Hague	2
[Oxford, i.e. London?]	London	2
Printed at Corck	Cork	2
Printed at Delf in Holeand	Delft	2
Printed at Oxford, and reprinted at Shrewsbury	Oxford	2
[Kilkenny	Kilkenny	2
Imprinted at Bristoll	Bristol	2
Printed at Roüen	Rouen	2
Holy-Rood-House [i.e. Edinburgh]	Edinburgh	2
[Aberdeen]	Aberdeen	2
Reprinted at Edinburgh	Edinburgh	2
In the Savoy [i.e., London]	London	2
Printed at Corcke	Cork	2
Lodon [sic]	London	2
[[Edinburgh	Edinburgh	2
A Ratisbonne	Regensburg	2
Londom [sic]	London	2
Printed at Shrewsbury	Shrewsbury	2
Imprinted at Shrewsbury	Shrewsbury	2
[Nottingham?	Nottingham	2
Londgn [sic]	London	2
[London?] printed	London	2
Printed at Oxford [i.e. London?]	London	2
Bristoll [Avon]	Bristol	2
[Vevay,] Switzerland	Vevey	2
Edenburgh	Edinburgh	2
[Salisbury?	Salisbury	2
Nod-nol [i.e. London]	London	2
Hage	The Hague	2
Printed at Paris, cum privilegio	Paris	2
[Londonderry?	Londonderry	2
Londen [sic] [i.e. Cologne?]	Cologne	2
Nunc demum typis excusa Londinii	London	2
[In the Hague	The Hague	2
[Printed at the Hague	The Hague	2
[L]ondon	London	2
[London and Oxford]	London	2
London, printed	London	2
Hagæ-Comitis [i.e. London]	London	2
York [i.e. London]	London	2
Oxford [i.e. London	London	2
Oxford [i.e., London]	London	2
Europe [i.e. London]	London	2
Octob. 10. London	London	2
Imprinted at Yondon [i.e. London]	London	2
Printed at Oxford [i.e. London	London	2
Oxford [i.e. London?]	London	2
Printed at Edinburgh [i.e. London]	London	2
Printed at Cambridge	Cambridge	2
Printed at Waterford in Ireland	Waterford	2
Lonkon [sic]	London	2
St. George's [Grenada]	St Georges Grenada	2
[Philadelphia, Pa.]	Philadelphia PA	2
Hamburg [Germany]	Hamburg	2
[Dublin [Ireland]	Dublin	2
Litchfield (Connecticut)	Litchfield CT	2
Staunton [Va.]	Staunton VA	2
Bury St. Edmunds [England]	Bury St Edmunds	2
[Birmingham, England]	Birmingham	2
[Dumfries, Va.]	DumfriesVA	2
[Calcutta, India]	Calcutta	2
[Oxford, England	Oxford	2
[Fryeburg, Me.]	Fryeburg Me	2
Columbia [South Carolina]	Columbia SC	2
Kelso [Scotland]	Kelso	2
[Aberdeen [Scotland]	Aberdeen	2
[Dundee, Scotland	Dundee	2
[Chelmsford, England]	Chelmsford	2
Belfast [Ireland]	Belfast	2
[Portsmouth, England]	Portsmouth	2
[Worcester, England]	Worcester	2
St. John's in Antigua	St Johns Antiqua	2
Knoxville (state of Tennessee)	Knoxville Tn	2
[Aberdeen, Scotland]	Aberdeen	2
[Manchester, England]	Manchester	2
[Southampton, England]	Southampton	2
Leeds [England]	Leeds	2
Preston [England]	Preston	2
Darlington [England]	Darlington	2
[Chester, England]	Chester	2
Leicester [England]	Leicester	2
[Leicester, England]	Leicester	2
[Calcutta, India	Calcutta	2
[Whitehaven, England]	Whitehaven	2
New-Castle [England]	Newcastle	2
Newcastle[-upon-Tyne, England]	Newcastle	2
Clonmel [Ireland]	Clonmel	2
[Derby, England]	Derby	2
Kilkenny [Ireland]	Kilkenny	2
Northampton [England]	Northampton	2
[Oxford, England]	Oxford	2
[[London, England]	London	2
St. Ives in Huntingdonshire [England]	St Ives	2
Whitehaven [England]	Whitehaven	2
Madras [India]	Madras India	2
[Bury St. Edmunds, England]	Bury St Edmunds	2
Nassau [Bahamas]	Nassau	2
Newbury (Vermont)	Newbury Vt	2
[Nassau, Bahamas	Nassau	2
Londres[i.e. Paris?]	Paris	2
[[London] In the Savoy	London	1
[Annapolis] Maryland	Annapolis Md	1
Glasgow printed	Glasgow	1
[Kelso	Kelso	1
[Lancaster]	Lancaster PA	1
Stamford : printed by Newcomb and Peat; and sold for the benefit of the charity	Stamford	1
[Whitehaven	Whitehaven	1
Ireland	Dublin	1
[London : printed for Iohn Field for Edward Husband, to the Parliament of England	London	1
North-Shields	North Shields	1
[Winchester or Oxford?	Winchester	1
A Leide	Leiden	1
[Manchester?	Manchester	1
[London :]	London	1
[Liverpool?	Liverpool	1
A Londres [i.e. The Hague]	The Hague	1
A Paris [i.e. Dublin?]	Dublin	1
A Londres : [s.n.]	London	1
New Haven	New Haven MA	1
London [i.e. Danzig, i.e. Gdansk]	Gdansk	1
[Dover, N.H.	Dover NH	1
Eerst ghedruckt tot Edinburgh	Edinburgh	1
Philadelphia [i.e. Berlin	Berlin	1
A Philadelphie [i.e. Lausanne]	Lausanne	1
London [i.e. Berlin	Berlin	1
Londra [i.e. Florence	Florence	1
[Eton	Eton	1
Te Londen	London	1
[Derby?	Derby	1
Tot Leiden	Leiden	1
[Romsey]	Romsey	1
[Poughkeepsie [N.Y.]	Poughkeepsie NY	1
[[Londres]	London	1
[Taunton?	Taunton	1
[Hillsborough?	Hillsborough NC	1
[Sussex?	Bishopstone	1
[Hull	Hull	1
[Bottisham?	Bottisham	1
New-Brunswick	New Brunswick NJ	1
[Darlington?	Darlington	1
[Southampton	Southampton	1
London :;Hartford	London	1
Londres [i.e. Bern?]	Bern	1
A Amsterdam et a Leipzig	Amsterdam	1
[Inverlochie]	Inverlochie	1
[Point-à-Pitre, Guadeloupe?	Pointe-A-Pitre	1
[A la Point-à-Pitre	Pointe-A-Pitre	1
Pointe-A-Pitre, [Guadeloupe]	Pointe-A-Pitre	1
[Bahamas]	Nassau	1
New York, [N.Y.]	New York NY	1
[New York, N.Y.?	New York NY	1
[Bridgnorth]	Bridgnorth	1
[Hereford?	Hereford	1
[Newburyport, Mass.?]	Newburyport MA	1
[Passy	Paris	1
Hanoviae	Hanover	1
Antwerpiae	Antwerp	1
Paris :b chez Nicolas Buon, rue S. Jacques a l'Enseigne Sainct Claude, & de l'homme Sauvage	Paris	1
Sarrebruck	Saarbrucken	1
[Rhode Island?	Providence RI	1
Evrope [i.e. London?]	London	1
Barbadoes	Bridgetown Barbados	1
[Salisbury, Massachusetts	Salisbury MA	1
L:Derry [Londonderry, Ireland]	Londonderry	1
[Glocester, Mass.?	Gloucester MA	1
[Montreal?	Montreal	1
[Quebec]	Quebec	1
[St. John	St Johns Antiqua	1
[Fredericton	Fredericton	1
[Charlotte-Town	Charlottetown Pe	1
Charlotte-Town	Charlottetown Pe	1
St. John	St Johns Antiqua	1
[Parr-Town	Parr-Town	1
A Montreal	Montreal	1
[Montreal]	Montreal	1
[Bridgetown, Barbados?	Bridgetown Barbados	1
Printed at Boston in New-England	Boston MA	1
Bostonæ Nov-Anglorum	Boston MA	1
[St. Mary's, Md.]	St Marys Md	1
Cambridg [i.e., Cambridge, Mass.]	Cambridge MA	1
Cambridg [Mass.]	Cambridge MA	1
Mushauwomuk [i.e. Boston]	Boston	1
Boston in New England.	Boston MA	1
Boston in New-England.	Boston MA	1
[Boston in New-England	Boston MA	1
Newbury-Port	Newburyport MA	1
[Alexandria	AlexandriaVA	1
Philadelphie [i.e. Paris	Paris	1
