original	polished	Count
Total count: 	n= 235953  ( 50 % non-NA values)	Total count: 
Wesley, John	male	1195
Shakespeare, William	male	1070
Defoe, Daniel	male	1039
Watts, Isaac	male	772
Swift, Jonathan	male	748
Pope, Alexander	male	647
Bunyan, John	male	642
Dryden, John	male	546
Goldsmith, Oliver	male	529
Milton, John	male	519
Young, Edward	male	490
Mather, Cotton	male	481
Gay, John	male	465
Baxter, Richard	male	463
Whitefield, George	male	454
Lily, William	male	442
Paine, Thomas	male	430
Burnet, Gilbert	male	426
Fox, George	male	420
Johnson, Samuel	male	411
Cicero, Marcus Tullius.	male	405
Ward, Edward	male	395
Fielding, Henry	male	395
Thomson, James	male	387
Taylor, John	male	385
Dodsley, Robert	male	362
Allestree, Richard	male	353
Cibber, Colley	male	348
Addison, Joseph	male	347
Penn, William	male	340
Sterne, Laurence	male	334
Smith, William	male	327
Priestley, Joseph	male	326
Ramsay, Allan	male	313
Rowe, Nicholas	male	311
Brown, John	male	304
Prynne, William	male	295
O'Keeffe, John	male	293
Farquhar, George	male	292
Steele, Richard	male	288
Garrick, David	male	286
Dibdin, Charles	male	283
Hervey, James	male	274
Pindar, Peter	male	273
Tillotson, John	male	272
Congreve, William	male	270
Sherlock, William	male	264
Synge, Edward	male	264
Burke, Edmund	male	261
Hall, Joseph	male	254
Owen, John	male	251
Cennick, John	male	247
Hill, John	male	245
Bickerstaff, Isaac	male	245
Doddridge, Philip	male	235
Gibson, Edmund	male	235
Smollett, Tobias George	male	232
Colman, George	male	232
Leslie, Charles	male	229
Erskine, Ralph	male	228
Woodward, Josiah	male	228
Hoadly, Benjamin	male	228
Otway, Thomas	male	225
Perkins, William	male	224
Taylor, Jeremy	male	224
Kotzebue, August von	male	220
Patrick, Simon	male	214
Jones, William	male	213
Cumberland, Richard	male	210
Law, William	male	210
Smith, John	male	207
Beveridge, William	male	207
Boston, Thomas	male	204
Whittington, Robert	male	204
Locke, John	male	200
Clarke, Samuel	male	199
Bacon, Francis	male	199
Foote, Samuel	male	194
Willison, John	male	194
Partridge, John	male	193
Winstanley, William	male	192
Sheridan, Richard Brinsley	male	190
Richardson, Samuel	male	189
Settle, Elkanah	male	189
King, William	male	189
Wilson, Thomas	male	188
Henry, Matthew	male	186
Mason, William	male	186
D'Urfey, Thomas	male	185
Fletcher, John	male	184
Haywood, Eliza Fowler	female	181
L'Estrange, Roger	male	178
Smith, Samuel	male	177
Markham, Gervase	male	177
Dilworth, Thomas	male	175
Flavel, John	male	175
Smith, Henry	male	175
Hume, David	male	174
Watson, Richard	male	174
Chesterfield, Philip Dormer Stanhope	male	172
Centlivre, Susanna	female	172
Cobbett, William	male	171
Williams, John	male	171
Coke, Edward	male	170
Deloney, Thomas	male	170
Hammond, Henry	male	170
Ussher, James	male	168
Boyer, Abel	male	168
Murphy, Arthur	male	168
Quarles, Francis	male	167
Sherlock, Thomas	male	165
Edwards, Jonathan	male	164
Carey, Henry	male	164
Bolingbroke, Henry St. John	male	164
Fenning, Daniel.	male	161
Franklin, Benjamin	male	161
Lee, Nathaniel	male	161
Gordon, Thomas	male	160
Culpeper, Nicholas	male	159
Keith, George	male	158
Camden, William	male	157
Stillingfleet, Edward	male	156
Beaumont, Francis	male	155
Rowe, Elizabeth Singer	female	154
Wither, George	male	154
Keach, Benjamin	male	153
Webster, Noah	male	153
Taylor, Thomas	male	152
Boyle, Robert	male	150
Saunders, Richard	male	150
Fleetwood, William	male	149
Hale, Matthew	male	148
Robertson, William	male	148
Salmon, Thomas	male	148
Sharp, John	male	148
Newton, John	male	147
Nelson, Robert	male	147
Lilburne, John	male	146
Whiston, William	male	145
Vickers, William	male	142
Trusler, John	male	142
Gother, John	male	141
Johnson, Richard	male	141
Butler, Samuel	male	141
Dodd, William	male	140
Le Sage, Alain René	male	139
Moore, John	male	139
Gray, Thomas	male	139
Scott, John	male	139
White, John	male	139
Metastasio, Pietro	male	139
Romaine, William	male	138
Lyttelton, George Lyttelton	male	138
Sheridan, Thomas	male	138
Gill, John	male	137
Vanbrugh, John	male	137
Greene, Robert	male	136
Combe, William	male	136
Johnson, John	male	136
Clarke, John	male	136
Blair, Hugh	male	135
Jacob, Giles	male	135
Cowper, William	male	134
Breton, Nicholas	male	134
Trapp, Joseph	male	134
Moore, Francis	male	134
Stanbridge, John	male	134
Gauden, John	male	133
Atterbury, Francis	male	133
Salmon, William	male	132
Cocker, Edward	male	131
Burnet, Thomas	male	131
Morell, Thomas	male	131
Goodwin, Thomas	male	130
Andrews, William	male	130
Sacheverell, Henry	male	129
Martin, Benjamin	male	128
Kennett, White	male	128
Ames, Nathaniel	male	128
Hanway, Jonas	male	127
Speed, John	male	127
Scott, Thomas	male	127
Pitcairn, Archibald	male	127
Bayly, Lewis	male	126
Jonson, Ben	male	126
Calvin, Jean	female	125
Arbuthnot, John	male	125
Guthrie, William	male	124
Wing, Vincent	male	124
Dering, Edward	male	123
Mason, John	male	123
Walpole, Horace	male	123
Challoner, Richard	male	123
Dent, Arthur	male	122
Wilkes, John	male	120
Tate, Nahum	male	120
White, Thomas	male	120
Fisher, George	male	119
Anderson, James	male	118
Rogers, John	male	118
Fox, Charles James	male	118
Watson, Thomas	male	117
